Date,Scrip,Open,High,Low,Close,Volume
20140720,BDAUTOCA,22.1428571428571,22.1428571428571,21.4285714285714,21.5178571428571,2850
20140720,BDCOM,15.0502585626407,15.1852384600634,14.8477887165065,15.0502585626407,24000
20140720,BDFINANCE,9.26773152411522,9.34128494890979,9.19417809932066,9.19417809932066,104100
20140720,BDLAMPS,105.607476635514,105.607476635514,102.056074766355,103.644859813084,9700
20140720,BDTHAI,15.2165274328291,15.7638293068413,14.7238654323775,14.83332580718,665940
20140720,BDWELDING,11.7,11.8,11.6,11.7,19000
20140720,BEACHHATCH,24.8,24.8,24.4,24.4,279000
20140720,BEACONPHAR,14,14,13.9,13.9,136500
20140720,BENGALWTL,39.0909,41.0909,39.0909,40.7273,814880
20140720,BERGERPBL,502.5,517.5,502.5,508.2,1050
20140720,BEXIMCO,32.952380952381,34.2857142857143,32.6666666666667,33.8095238095238,8665700
20140720,BGIC,21.2,21.8,20.8,21.5,42200
20140720,BIFC,13.9,13.9,13.4,13.4,138000
20140720,BRACBANK,12.5171455221165,12.6604718347,12.4216328674108,12.6127155073472,561600
20140720,BSC,53.375,53.775,52.675,53.2,724250
20140720,BSCCL,180,180,176.9,177.1,161100
20140720,BSRMSTEEL,74.9090909090909,74.9090909090909,72.9090909090909,73.6363636363636,429500
20140720,BXPHARMA,40.8181818181818,41,39.7272727272727,39.9090909090909,866450
20140720,BXSYNTH,10.2,10.7,10.2,10.3,54200
20140720,CENTRALINS,22.3255813953488,22.4186046511628,22.3255813953488,22.3255813953488,21600
20140720,CENTRALPHL,24.3177489177489,24.8447619047619,24.0918614718615,24.2424242424242,435275
20140720,CITYBANK,11.9017624686559,12.2089047259115,11.9017624686559,12.0553335972837,367000
20140720,CITYGENINS,17.2727272727273,17.2727272727273,16.8181818181818,16.8181818181818,30000
20140720,CONFIDCEM,64.4122383252818,64.6313275712862,64.1383767677764,64.3026937022796,39920
20140720,CONTININS,20.0593057735915,20.3209488923775,18.2278039420896,18.5766614338043,38500
20140720,CVOPRL,532,532,523.2,525.84,10750
20140720,DACCADYE,19,19.1,18.7,18.9,187500
20140720,DAFODILCOM,11.7,12,11.7,11.8,20000
20140720,DBH,36.2449030605071,36.2449030605071,36.0574294239872,36.1199206361605,6500
20140720,DBH1STMF,5.4,5.4,5.3,5.3,364000
20140720,DELTALIFE,132.6,132.7,128.8,129.6,130050
20140720,DELTASPINN,16.9090909090909,17,16.8181818181818,16.9090909090909,90800
20140720,DESCO,50,51.3636,49.7273,51.1818,75900
20140720,DESHBANDHU,15.9090909090909,16,15.6363636363636,15.6363636363636,183500
20140720,DHAKABANK,13.3288076935876,13.618600759661,13.1115009246186,13.4012179295198,36435
20140720,DHAKAINS,25.9,26.3,25.9,26.2,9500
20140720,DSHGARME,64.9511645379414,64.9511645379414,63.7459972427476,63.9996936386248,15065
20140720,DULAMIACOT,7.3,7.4,7,7.1,16300
20140720,DUTCHBANGL,27.1620553359684,27.5098814229249,26.7509881422925,27.098814229249,25500
20140720,EASTERNINS,32.6,33.9,32.5,33,4400
